,feature_1,feature_2,feature_3,feature_4,feature_5
1001,The Officer Who Fatally Shot A Black Teen Has Been Charged With Murder - BuzzFeed News,,web.archive.org,404,11001
1002,Almost No Plastic Bottles Get Recycled Into New Bottles - BuzzFeed News,,web.archive.org,404,11002
1003,Quand le dir com' des Républicains était l'assistant parlementaire de 4 députés - BuzzFeed News,,web.archive.org,404,11003
1004,The Boy Scouts Just Announced They Will Allow Transgender Boys To Join - BuzzFeed News,,web.archive.org,404,11004
1005,Revenge Porn Is Now Grounds For Getting Kicked Out Of The Marine Corps - BuzzFeed News,,web.archive.org,404,11005
1006,"People Are Trolling CNN For Not Including Any Women In Their ""Future Of Media"" Cover Story - BuzzFeed News",,web.archive.org,404,11006
1007,"Trump Copies Elle Woods' Graduation Speech From ""Legally Blonde"" In This Hilarious Video",,web.archive.org,404,11007
1008,A Drug Company Hiked Up The Price For Its Overdose Antidote By 600% During An Opioid Epidemic - BuzzFeed News,,web.archive.org,404,11008
1009,23 Disturbing Pictures From The 1992 Los Angeles Riots - BuzzFeed News,,web.archive.org,404,11009
1010,This Think Tank Studied Russian Humor And Russia Thought It Was Hilarious - BuzzFeed News,,web.archive.org,404,11010
1011,"Hey America, Here's How To Impeach A President (If You Want To) - BuzzFeed News",,web.archive.org,404,11011
1012,Oracle Is Getting Sued For Paying White Men More - BuzzFeed News,,web.archive.org,404,11012
1013,Here’s What You Need To Know About The Global Fight To End Female Genital Mutilation - BuzzFeed News,,web.archive.org,404,11013
1014,Donald Trump Just Lied About The Murder Rate Rising In Philadelphia - BuzzFeed News,,web.archive.org,404,11014
1015,"Palantir Blocked Its Investors From Selling Their Shares, Lawsuit Claims - BuzzFeed News",,web.archive.org,404,11015
1016,"Steve Harvey On That List Of Demands: ""I Just Didn't Want To Be In This Prison Anymore"" - BuzzFeed News",,web.archive.org,404,11016
1017,Moderate Republicans Pitch Plan To Let States Keep Obamacare - BuzzFeed News,,web.archive.org,404,11017
1018,Intelligence And Defense Officials Call For Bipartisan Investigation Into Russian Hacking - BuzzFeed News,,web.archive.org,404,11018
1019,This Video About A Dad's Acceptance Of His Lesbian Daughter Will Hit You Right In The Feels - BuzzFeed News,,web.archive.org,404,11019
1020,California Senator Moves To Regulate Toys That Record Children - BuzzFeed News,,web.archive.org,404,11020
1021,I Wore An '80s Power Suit For A Week And Now I'm A Powerful Woman,,web.archive.org,404,11021
1022,Why A Tiny Iowa Town Is Trying To Be A Hot Destination For Chinese Tourists - BuzzFeed News,,web.archive.org,404,11022
1023,"Source Says Dr. Ben Carson ""Baffled"" At Firing Of HUD Staffer - BuzzFeed News",,web.archive.org,404,11023
1024,Airlines Treat You Badly Because They Can - BuzzFeed News,,web.archive.org,404,11024
1025,"Will Ferrell Showed Up As George W. Bush To ""Not The White House Correspondents Dinner""",,web.archive.org,404,11025
1026,Rolling Stone Settles With University Administrator Featured In Retracted Campus Rape Story - BuzzFeed News,,web.archive.org,404,11026
1027,"How ""Last Resort"" Became The Internet's New Favorite Joke Song - BuzzFeed News",,web.archive.org,404,11027
1028,Google Technology Is Helping Exterminators Kill Bugs Faster - BuzzFeed News,,web.archive.org,404,11028
1029,A Former Trump Adviser Met With A Russian Spy - BuzzFeed News,,web.archive.org,404,11029
1030,The Republican Obamacare Replacement Bill Is Back. But Maybe For Real This Time - BuzzFeed News,,web.archive.org,404,11030
1031,Slack Is Adding Status Messages That Tell People When You're On A Phone Call Or Vacation - BuzzFeed News,,web.archive.org,404,11031
1032,Bill Nye And The Science March’s White-Dude Drama - BuzzFeed News,,web.archive.org,404,11032
1033,"No, This Video Of Putin Singing ""Creep"" Is Not Real - BuzzFeed News",,web.archive.org,404,11033
1034,"Democrats Fall Short In Georgia, Jon Ossoff Heads To A Runoff Race In June - BuzzFeed News",,web.archive.org,404,11034
1035,"""Billions"" Is A Lot Harder To Watch Than It Was Last Year - BuzzFeed News",,web.archive.org,404,11035
1036,There’s Something New In The Trump-McCain Relationship These Days - BuzzFeed News,,web.archive.org,404,11036
1037,Google's Voice-Enabled Assistant Comes To The iPhone - BuzzFeed News,,web.archive.org,404,11037
1038,Supreme Court Protesters Plead Guilty To Misdemeanor Charges - BuzzFeed News,,web.archive.org,404,11038
1039,Trump Admin Halts Plan To List Baggage Fees Alongside Flight Prices - BuzzFeed News,,web.archive.org,404,11039
1040,"You May Soon Be Able To Pay For An ""Enhanced"" Twitter - BuzzFeed News",,web.archive.org,404,11040
1041,Half Of All US Attorneys Were Asked To Resign Last Week. What About The Rest - BuzzFeed News,,web.archive.org,404,11041
1042,"Draft Obamacare Repeal Plan Targets The Individual Mandate, Medicaid, And Abortion Coverage - BuzzFeed News",,web.archive.org,404,11042
1043,Coal Just Won The War On Coal. But Coal Miners Are Still Screwed - BuzzFeed News,,web.archive.org,404,11043
1044,Top Trump Civil Rights Official Is An Expert At Defending Republican Redistricting - BuzzFeed News,,web.archive.org,404,11044
1045,What's Happening In The News Today - BuzzFeed News,,web.archive.org,404,11045
1046,Obamacare Replacement Bill Tests Trump's Sway - BuzzFeed News,,web.archive.org,404,11046
1047,Kourtney And Khloé Were Late For A Workout And Kim Was Pissed,,web.archive.org,404,11047
1048,Russia's Foreign Minister Doesn't Want To Answer Any Questions About James Comey - BuzzFeed News,,web.archive.org,404,11048
1049,This Dad Asked His Daughter To Take A Pic Of Him And His Crush’s Name And People Melted - BuzzFeed News,,web.archive.org,404,11049
1050,"For The First Time Ever, ""Saturday Night Live"" Will Actually Be Live Across The Entire US - BuzzFeed News",,web.archive.org,404,11050
1051,Meet The 17-Year-Old Leading The Trans Student Rights Movement,,web.archive.org,404,11051
1052,3 People Were Killed In A California Shooting Spree And A Suspect Is In Custody - BuzzFeed News,,web.archive.org,404,11052
1053,"Ikea Is Recalling These Beach Chairs Because Of ""Fingertip Amputation Hazards"" - BuzzFeed News",,web.archive.org,404,11053
1054,A House Committee Doesn't Want You To See Its Correspondence With Government Officials - BuzzFeed News,,web.archive.org,404,11054
1055,Yelp Is Now Helping Users Find Gender-Neutral Bathrooms - BuzzFeed News,,web.archive.org,404,11055
1056,The Scottish Parliament Has Voted For Another Independence Referendum - BuzzFeed News,,web.archive.org,404,11056
1057,Neil Gorsuch Wants The Supreme Court To Rethink Agency Power — And That Could Hurt Trump - BuzzFeed News,,web.archive.org,404,11057
1058,US Spy Agencies Say Russia Tried To Help Trump But Fail To Prove It - BuzzFeed News,,web.archive.org,404,11058
1059,"So, Kim Kardashian And Chrissy Teigen Are Starting A Book Club",,web.archive.org,404,11059
1060,The Man Defending The GOP Funding Bill For Trump Used To Be An Anti-Spending Conservative - BuzzFeed News,,web.archive.org,404,11060
1061,A Fox News Reporter Says She Was Demoted After Writing About Her Infertility - BuzzFeed News,,web.archive.org,404,11061
1062,Several Protesters Arrested At Berkeley After Ann Coulter Cancels Speech - BuzzFeed News,,web.archive.org,404,11062
1063,The White House Revealed The Finances Of Trump’s Top Staff. Here Are Some Of The Key Disclosures - BuzzFeed News,,web.archive.org,404,11063
1064,This 1970 Explanation Of How Many Women Are Lesbians Is Truly Incredible - BuzzFeed News,,web.archive.org,404,11064
1065,The Search For A New Lisbeth Salander Begins Now,,web.archive.org,404,11065
1066,The Government Wants Young People To Live At Home Until They're 22 - BuzzFeed News,,web.archive.org,404,11066
1067,"Republican Says Flynn Will Likely Have To Testify Before Congress, As Others Want To Move On - BuzzFeed News",,web.archive.org,404,11067
1068,The Mormon Church Is Dropping Boy Scout Programs In A Major Cultural Shift - BuzzFeed News,,web.archive.org,404,11068
1069,A Very Confused Japanese Man Has Become A Viral Symbol Of America's Refugee Ban - BuzzFeed News,,web.archive.org,404,11069
1070,Trump’s First 100 Days Promise On Climate Change Will Take Longer Than He Wants - BuzzFeed News,,web.archive.org,404,11070
1071,"Why Trump Will Have To Work With The Senate, Including Democrats, To Get His Judges Confirmed - BuzzFeed News",,web.archive.org,404,11071
1072,UK Foreign Secretary Cancels Trip To Russia Over Situation In Syria - BuzzFeed News,,web.archive.org,404,11072
1073,We Asked Young People To Explain Why They're Voting For Marine Le Pen - BuzzFeed News,,web.archive.org,404,11073
1074,19 Things You Missed At The 2017 SAG Awards,,web.archive.org,404,11074
1075,"Despite Donald Trump, Medical Science Just Got A $2 Billion Boost - BuzzFeed News",,web.archive.org,404,11075
1076,How America's Student Loan Giant Dropped The Ball - BuzzFeed News,,web.archive.org,404,11076
1077,"Howard University Refused To Help Suicidal Rape Victims, Explosive Lawsuit Claims - BuzzFeed News",,web.archive.org,404,11077
1078,US-Backed Forces Asked ISIS To Hand Over A Syrian City. It Worked - BuzzFeed News,,web.archive.org,404,11078
1079,Just What The Hell Is Going On With Gibraltar And Brexit - BuzzFeed News,,web.archive.org,404,11079
1080,Two UN Workers' Bodies Were Found In A Shallow Grave After They Went Missing - BuzzFeed News,,web.archive.org,404,11080
1081,Challengers Will Try To Stop Trump's New Travel Order This Week Before It Even Takes Effect - BuzzFeed News,,web.archive.org,404,11081
1082,9 Things You Probably Don't Know About Daylight Saving Time,,web.archive.org,404,11082
1083,"You Probably Missed This Devastating Detail In ""13 Reasons Why""",,web.archive.org,404,11083
1084,A Scientist Is Leaving Google For A Mental Health Startup - BuzzFeed News,,web.archive.org,404,11084
1085,"Hackers Had Access To Tax Data For Up To 100,000 FAFSA Users - BuzzFeed News",,web.archive.org,404,11085
1086,A 5-Year-Old Girl Just Qualified To Be The Youngest National Spelling Bee Contestant Ever - BuzzFeed News,,web.archive.org,404,11086
1087,"Here's Why “American Idol” Is Coming Back To ABC, Not Fox - BuzzFeed News",,web.archive.org,404,11087
1088,"Uber President Quits As Company Deals With Sexism, Management - BuzzFeed News",,web.archive.org,404,11088
1089,The Softening Of Kellyanne Conway - BuzzFeed News,,web.archive.org,404,11089
1090,Live Updates: Top Republican Requests Review Of Trump's Firing Of FBI Director - BuzzFeed News,,web.archive.org,404,11090
1091,"Facebook Is Going To Punish Websites With Junky, Sexy Ads And Little Content - BuzzFeed News",,web.archive.org,404,11091
1092,"A City That Called MLK Day ""Great Americans Day"" Will Consider Changing It Back After Uproar - BuzzFeed News",,web.archive.org,404,11092
1093,Here’s Why Women Did (And Didn’t) Go On Strike Today - BuzzFeed News,,web.archive.org,404,11093
1094,"Advertisers Are Abandoning ""The O'Reilly Factor"" Amid Sexual Harassment Allegations - BuzzFeed News",,web.archive.org,404,11094
1095,Two People Have Died After Eating Trendy Cheese Made From Raw Milk - BuzzFeed News,,web.archive.org,404,11095
1096,Digging Into The Dark Side Of Our True Crime Obsession,,web.archive.org,404,11096
1097,Trump Warns Republicans About Botching Obamacare Repeal Ahead Of Climactic Vote - BuzzFeed News,,web.archive.org,404,11097
1098,7 Dinners Under $10 You Should Make This Week,,web.archive.org,404,11098
1099,A Security Expert Warned Congress That T-Mobile's DC Cell Network Has Been Hacked - BuzzFeed News,,web.archive.org,404,11099
1100,Mark Zuckerberg And Priscilla Chan Are Funding Dozens Of Scientists - BuzzFeed News,,web.archive.org,404,11100
1101,This Is What International Women's Day Looked Like Around The World - BuzzFeed News,,web.archive.org,404,11101
1102,"What Is MS-13, And Why Is Trump Suddenly Obsessed With This Gang - BuzzFeed News",,web.archive.org,404,11102
1103,Trump's Potential FDA Pick Attended McAfee For President Fundraiser - BuzzFeed News,,web.archive.org,404,11103
1104,"After Promising For Years To Repeal Obamacare, Republicans Have To Explain Why They Haven’t Yet - BuzzFeed News",,web.archive.org,404,11104
1105,Fox News Radio Reporter Says She Was Fired After Using Company Hotline - BuzzFeed News,,web.archive.org,404,11105
1106,Multiple People Have Been Killed In A Shooting At A Canadian Mosque - BuzzFeed News,,web.archive.org,404,11106
1107,"How ""Alien: Covenant"" Makes Sense Of ""Prometheus""",,web.archive.org,404,11107
1108,The Protester From The Famous Tear Gas Photo In Ferguson Is Dead In An Apparent Suicide - BuzzFeed News,,web.archive.org,404,11108
1109,"A Gunman Opened Fire At French Police On The Champs-Elysées, Killing One Officer - BuzzFeed News",,web.archive.org,404,11109
1110,Dems Say Trump Ally In Congress Is Undermining Russia Investigation With Surveillance Disclosure - BuzzFeed News,,web.archive.org,404,11110
1111,"Julian Assange “Wasn’t Happy” About The Movie Made About Him, Says The Director - BuzzFeed News",,web.archive.org,404,11111
1112,Here Are All The Places Getting Minimum Wage Increases This Year - BuzzFeed News,,web.archive.org,404,11112
1113,Justices Appear Ready To Side With Church In High-Profile Religion Case - BuzzFeed News,,web.archive.org,404,11113
1114,Women's March Organizers Are Calling For A Women's Strike - BuzzFeed News,,web.archive.org,404,11114
1115,"How A Couch Rental, Gone Wrong, Can Land You In Handcuffs - BuzzFeed News",,web.archive.org,404,11115
1116,Who Is Intellectually Disabled? Supreme Court Orders Alabama To Reconsider Death-Row Case - BuzzFeed News,,web.archive.org,404,11116
1117,"Man Streams Himself Murdering Baby Daughter On Facebook Live, Then Kills Himself - BuzzFeed News",,web.archive.org,404,11117
1118,You Almost Certainly Don't Follow The Federal Government's Best Twitter Account - BuzzFeed News,,web.archive.org,404,11118
1119,The Singer Who Performed At Trump's Inauguration Wants To Talk To Him About Transgender Rights - BuzzFeed News,,web.archive.org,404,11119
1120,"How ""American Gods"" Pulled Off That Explicit Gay Sex Scene",,web.archive.org,404,11120
1121,People Are Praising Chance The Rapper For Donating $1 Million To Chicago Public Schools - BuzzFeed News,,web.archive.org,404,11121
1122,21 Of The Most Powerful Photos Of This Week,,web.archive.org,404,11122
1123,How A False Story About A Husband And Wife Being Twins Ended Up On Major News Websites - BuzzFeed News,,web.archive.org,404,11123
1124,US Intelligence Officials: Latest WikiLeaks Drop “Worse Than Snowden” Docs - BuzzFeed News,,web.archive.org,404,11124
1125,A Pharma Company Is Sponsoring An iPhone App To Fight The Opioid Crisis It Helped Start - BuzzFeed News,,web.archive.org,404,11125
1126,"Why Trump Will Have To Work With The Senate, Including Democrats, To Get His Judges Confirmed - BuzzFeed News",,web.archive.org,404,11126
